RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,211,4002,141095,East London Arts & Music,F1619,0,0,147,102,0,68,1,57,10,34,31,14,69%,0%,46%,1%,39%,7%,23%,21%,10%,44,24,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,55%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,103,78,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,76%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,145,101,0,68,1,57,10,33,30,14,70%,0%,47%,1%,39%,7%,23%,21%,10%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,211,4005,144756,Mulberry UTC,UTC,0,0,122,89,7,61,0,61,0,21,29,4,73%,6%,50%,0%,50%,0%,17%,24%,3%,68,45,4,32,0,32,0,9,SUPP,SUPP,66%,6%,47%,0%,47%,0%,13%,SUPP,SUPP,54,44,3,29,0,29,0,12,SUPP,SUPP,81%,6%,54%,0%,54%,0%,22%,SUPP,SUPP,102,79,4,60,0,60,0,15,20,3,77%,4%,59%,0%,59%,0%,15%,20%,3%,55,40,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,73%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,47,39,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,83%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,10,6,2,1,0,1,0,3,3,1,60%,20%,10%,0%,10%,0%,30%,30%,10%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10,4,1,0,0,0,0,3,6,0,40%,10%,0%,0%,0%,0%,30%,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,211,4024,100965,Bow School,CY,0,0,34,31,1,28,0,28,0,2,3,0,91%,3%,82%,0%,82%,0%,6%,9%,0%,15,14,SUPP,12,0,12,0,SUPP,1,0,93%,SUPP,80%,0%,80%,0%,SUPP,7%,0%,19,17,SUPP,16,0,16,0,SUPP,2,0,89%,SUPP,84%,0%,84%,0%,SUPP,11%,0%,34,31,1,28,0,28,0,2,3,0,91%,3%,82%,0%,82%,0%,6%,9%,0%,15,14,SUPP,12,0,12,0,SUPP,1,0,93%,SUPP,80%,0%,80%,0%,SUPP,7%,0%,19,17,SUPP,16,0,16,0,SUPP,2,0,89%,SUPP,84%,0%,84%,0%,SUPP,11%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4105,100966,Langdon Park Community School,CY,0,0,82,66,2,52,2,48,2,12,6,10,80%,2%,63%,2%,59%,2%,15%,7%,12%,40,31,SUPP,26,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,78%,SUPP,65%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,42,35,SUPP,26,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,83%,SUPP,62%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,73,64,2,50,1,48,1,12,6,3,88%,3%,68%,1%,66%,1%,16%,8%,4%,35,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,38,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,2,1,0,1,0,0,7,22%,0%,22%,11%,0%,11%,0%,0%,78%,5,SUPP,0,SUPP,SUPP,0,SUPP,0,0,SUPP,SUPP,0%,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,4,SUPP,0,SUPP,SUPP,0,SUPP,0,0,SUPP,SUPP,0%,SUPP,SUPP,0%,SUPP,0%,0%,SUPP
1,211,4150,100967,Morpeth School,CY,0,0,171,142,5,109,2,105,2,28,23,6,83%,3%,64%,1%,61%,1%,16%,13%,4%,83,71,SUPP,52,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,86%,SUPP,63%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,88,71,SUPP,57,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,81%,SUPP,65%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,164,140,5,108,2,105,1,27,18,6,85%,3%,66%,1%,64%,1%,16%,11%,4%,79,70,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,89%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,85,70,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,82%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,6,1,0,1,0,0,1,0,5,0,17%,0%,17%,0%,0%,17%,0%,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,211,,,,,,,6181,4536,365,2670,435,2189,46,1501,1141,504,73%,6%,43%,7%,35%,1%,24%,19%,8%,2400,1680,135,1045,135,895,20,500,545,170,70%,6%,44%,6%,37%,1%,21%,23%,7%,3780,2855,230,1625,300,1295,25,1000,595,330,76%,6%,43%,8%,34%,1%,26%,16%,9%,4407,3526,215,2299,93,2172,34,1012,634,247,80%,5%,52%,2%,49%,1%,23%,14%,6%,1695,1325,75,940,40,885,15,305,285,90,78%,5%,55%,2%,52%,1%,18%,17%,5%,2710,2200,140,1360,55,1285,20,705,350,160,81%,5%,50%,2%,47%,1%,26%,13%,6%,920,558,75,208,190,13,5,275,244,118,61%,8%,23%,21%,1%,SP,30%,27%,13%,380,205,30,55,50,SUPP,SUPP,115,140,35,54%,8%,15%,14%,SUPP,SUPP,31%,37%,9%,540,350,45,150,140,SUPP,SUPP,160,100,85,65%,8%,28%,26%,SUPP,SUPP,29%,19%,16%,854,452,75,163,152,4,7,214,263,139,53%,9%,19%,18%,SP,1%,25%,31%,16%,320,150,25,50,40,SUPP,SUPP,80,120,50,47%,8%,15%,13%,SUPP,SUPP,24%,38%,16%,530,300,50,115,110,SUPP,SUPP,135,140,90,57%,10%,21%,21%,SUPP,SUPP,26%,27%,17%
1,881,5422,141841,The FitzWimarc School,ACC,0,0,129,116,25,52,0,51,1,39,11,2,90%,19%,40%,0%,40%,1%,30%,9%,2%,8,SUPP,SUPP,3,0,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,38%,0%,SUPP,SUPP,38%,SUPP,SUPP,121,SUPP,SUPP,49,0,SUPP,SUPP,36,SUPP,SUPP,SUPP,SUPP,40%,0%,SUPP,SUPP,30%,SUPP,SUPP,124,111,23,52,0,51,1,36,11,2,90%,19%,42%,0%,41%,1%,29%,9%,2%,7,7,SUPP,3,0,SUPP,SUPP,SUPP,0,0,100%,SUPP,43%,0%,SUPP,SUPP,SUPP,0%,0%,117,104,SUPP,49,0,SUPP,SUPP,SUPP,11,2,89%,SUPP,42%,0%,SUPP,SUPP,SUPP,9%,2%,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5426,136625,Davenant Foundation School,ACC,0,0,142,130,20,93,1,92,0,17,8,4,92%,14%,65%,1%,65%,0%,12%,6%,3%,10,9,SUPP,SUPP,SUPP,SUPP,0,2,SUPP,SUPP,90%,SUPP,SUPP,SUPP,SUPP,0%,20%,SUPP,SUPP,132,121,SUPP,SUPP,SUPP,SUPP,0,15,SUPP,SUPP,92%,SUPP,SUPP,SUPP,SUPP,0%,11%,SUPP,SUPP,136,126,20,93,1,92,0,13,6,4,93%,15%,68%,1%,68%,0%,10%,4%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5427,136605,William de Ferrers School,ACC,0,0,83,79,13,36,2,34,0,30,4,0,95%,16%,43%,2%,41%,0%,36%,5%,0%,3,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,80,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,79,76,11,36,2,34,0,29,3,0,96%,14%,46%,3%,43%,0%,37%,4%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5429,137260,Chelmer Valley High School,ACC,0,0,77,71,4,52,2,49,1,15,5,1,92%,5%,68%,3%,64%,1%,19%,6%,1%,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,73,SUPP,SUPP,49,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,67%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,75,69,4,51,2,49,0,14,5,1,92%,5%,68%,3%,65%,0%,19%,7%,1%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,5432,137188,Tendring Technology College,ACC,0,0,82,59,7,25,4,21,0,27,22,1,72%,9%,30%,5%,26%,0%,33%,27%,1%,20,15,1,8,SUPP,SUPP,0,6,SUPP,SUPP,75%,5%,40%,SUPP,SUPP,0%,30%,SUPP,SUPP,62,44,6,17,SUPP,SUPP,0,21,SUPP,SUPP,71%,10%,27%,SUPP,SUPP,0%,34%,SUPP,SUPP,66,51,6,25,4,21,0,20,14,1,77%,9%,38%,6%,32%,0%,30%,21%,2%,14,12,SUPP,8,SUPP,SUPP,0,SUPP,SUPP,SUPP,86%,SUPP,57%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,52,39,SUPP,17,SUPP,SUPP,0,SUPP,SUPP,SUPP,75%,SUPP,33%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,12,6,0,0,0,0,0,6,6,0,50%,0%,0%,0%,0%,0%,50%,50%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
